Serial Number,Company Name,Employee Markme,Description,Leave
15814,Pogo Financial,Lorraine,www.hoodincubator,1
15815,Enwoven,Abbie,saferize,0
15816,Kato,Glennie,lunaimaging,3
15817,Unchained Logistics,Tressie,FOUNDATION,8
15818,AerialSpaces,Robert,comfyapp,2
15819,Qwasar Silicon valley,Elsie,schoolzilla,2
15820,Sependa,Nelson,sbnsoftware,9
15821,The Hood Incubator,Estella,allganize,5
15822,Cloudstead,Anne,roofstock,1
15823,Financial Computer Support Inc.,Ernest,lunaimaging,3
15824,The Clorox Company,Nellie,launchdarkly,0
15825,SquadCast.fm,Alma,deferpanic,6
15826,Abstract,Dovie,locuslabs,5
15827,Beezwax,Rachel,ceresimaging,0
15828,Pogo Financial,PAUL,efoundryconsulting,6
15829,CrescendoApp.com,Era,www.lendup,3
15830,HCL,Lassie,frontleaf,0
15831,Vidado,Joe,qdev,9
15832,Chemistry,Hettie,fcsi,7
15833,AerialSpaces,Julius,givemomentum,3
15834,RateCred,Katie,axiomcloud,2
15835,Apple,Laura,simpledynamics,8
15836,Palo Colorado Software.,Davin,kickstartcoding,3
15837,JCP,Luke,www.pandora,1
15838,Broadly,Rachel,www.lendup,5
15839,Propeller Labs,Abbie,nana academy,2
15840,Mainz Brady Group,Lenora,qdev,8
15841,Riffyn,Sarah,dialed.space/works,2
15842,Airquest,Anne,flo-ai,2
15843,Storyteller,Cleo,allganize,3
15844,Stealthy IM,Goldie,ceresimaging,5
15845,Big Run Studios,Dessie,cadency,2
15846,Spinwheel,Moses,zorroa,0
15847,Google,Ray,kbcstaffing,8
15848,Turnitin,James,flexiwork,0
15849,Neyborly,Hollis,bigrunstudios,5
15850,Glancepoint,Roshan,sub4.me,0
15851,Moonshot Brands,Jim Andrson,chargehound,2
15852,Gazprom,Myrtie,kickstartcoding,4
15853,BriteHub,Fannie,revitalizeventures,8
15854,Zorroa,Jeanette,bki,4
15855,Accenture,Vinnie,legalpassage,2
15856,Zonetap,Pinkie,thecloroxcompany,2
15857,Bloom,Jimmy,next,9
15858,Resolve,Porter,yarden.garden,8
15859,ENVision mobile,Era,choosefluid,7
15860,ENVision mobile,Fannie,relasosales-crm,7
15861,Parsley Software,Hanary,litterati,1
15862,Infosys,William,crescendoapp,0
15863,Frontleaf,James,theshoppad,5
15864,Skyloom Global,Richard,manifold,0
15865,Micromax,Richard,sub4.me,3
15866,KBC Staffing,Tressie,IT Challange,3
15867,Zonetap,Rubie,angelloop,6
15868,q{Dev} LLC,Porter,guideapp,9
15869,Vidado,Iona,enwoven,5
15870,Stockwell Inc.,Estella,tradelanes,3
15871,PANDORA MEDIA INC.,Lillian,FOUNDATION,8
15872,Comfy,Abbie,tradelanes,8
15873,Manhattan,Moses,thecloroxcompany,9
15874,OPAL QUALITY SYSTEM MGMT.,Ernest,fabricgenomics,4
15875,Flipcause,Thelma,swingtalent,1
15876,Zonetap,Liza,kalabox.kalamuna,5
15877,Unionforce,Iona,tequitable,5
15878,Logistix Solutions,Gennie,www.kaporcenter,9
15879,LAVA,Katie,mbg,2
15880,Oracle,James,koyamedical,2
15881,DeepMedia AI,Dessie,oystersoft,1
15882,Proxifile,Vishwa,moonshotbrands,6
15883,OPAL QUALITY SYSTEM MGMT.,Richard,etrackerllc,1
15884,Skyloom Global,Glennie,nana academy,0
15885,Toole Design Group,Era,glassbreakers,9
15886,21Tech,Emmett,www.kaporcenter,4
15887,Wipro,Rosie,comfyapp,5
15888,LINQ Software,Trudie,propellerlabs,8
15889,Roofstock,Jim Andrson,chargehound,3
15890,Saferize,Rosie,IT Challange,3
15891,Spinwheel,Emmitt,logistixsolutions,7
15892,Mailchimp,Olanga,unionforce,0
15893,Moonshot Brands,Louis,candlecrm,1
15894,Gravitational,Vishwa,sub4.me,6
15895,Radical Designs,Corine,kaiserpermanente,7
15896,Mastek,Abbie,axiomcloud,0
15897,MMWD,Edna,riffyn,7
15898,Proxifile,Katie,revitalizeventures,7
15899,Schoolzilla,Willie,mmwd,6
15900,Apple,Estella,yozio,4
15901,Renew Financial,Ralph,tradelanes,6
15902,GE,Ray,glassbreakers,0
15903,Servant,Simon,www.askmediagroup,4
15904,Vertosa,Vinnie,outlier,9
15905,Nana,PAUL,squadcast.fm,0
15906,Enwoven,Lorraine,fcsi,0
15907,The Clorox Company,Matrina,gravitational,0
15908,Logistix Solutions,Sidney,www.npmjs,2
15909,99designs,Hanary,lunaimaging,8
15910,Binti,Hanary,Technology,6
15911,Glassbreakers,Green,bedrockanalytics,4
15912,yozio,Lillian,givemomentum,3
15913,Core Loop Games,Anne,oncue,0
15914,TradeLanes,Thelma,relasosales-crm,5
15915,Omicia,Ossie,etrackerllc,4
15916,Litterati,Louis,thecloroxcompany,1
15917,Revitalize Venture Studio,Matrina,kalabox.kalamuna,3
15918,Simple Dynamics,Myrtle,wedrop,0
15919,FotoNotes,RON,propellerlabs,5
15920,Momentum,Maud,distru,0
15921,Manifold,Hollis,dialed.space/works,6
15922,Proxifile,Olanga,koyamedical,8
15923,Turnitin,Dennis,oystersoft,7
15924,Kalabox,Myrtle,appsmyth,6
15925,Broadly,Wilson,joinmosaic,0
15926,XQ Message,Linnie,mct,3
15927,Bloom,Estella,oncue,7
15928,Oracle,Hollis,coreloop,7
15929,Flo AI,Leslie,www.neyborly,6
15930,Kaiser Permanente,Hollis,coreloop,5
15931,Sependa,Jimmy,spinwheel,3
15932,Angeloop Inc,Ira,iogenesys,7
15933,MCT CO,David,shiru,3
15934,Yunit,Wilson,outlier,0
15935,Kapor Center for Social Impact,Vishwa,helloresolve,5
15936,SUB4ME INC,Exie,World IT,1
15937,Huue,PAUL,linqsoftware,0
15938,Samsung,Harvey,productboard,1
15939,Shared Process Ecosystems,Emmie,manifold,0
15940,Samsung,Tommy,envisionmobile,7
15941,lloyds,Warhol,relasosales-crm,0
15942,Big Run Studios,Lorraine,mmwd,1
15943,q{Dev} LLC,Hanary,www.lendup,7
15944,Micromax,Margie,targetx,4
15945,lvl Analytics,Lillian,flo-ai,9
15946,SPARKART GROUP INC,RON,gravitational,5
15947,Simple But Needed Inc.,Sidney,customerlobby,0
15948,Sun Microsystem,PETER,mynd,7
15949,Design Action Collective,Green,everlaw,6
15950,TradeLanes,Vinnie,mynd,9
15951,SUB4ME INC,Corine,moonshotbrands,1
15952,Gravitational,Vinnie,palocolorado,7
15953,Bedrock Analytics,Liza,kindwhale,9
15954,Storyteller,Porter,unionforce,0
15955,Everlaw,Ralph,www.pandora,1
15956,Stealthy IM,Lillian,turnitin,4
15957,Flexi Network,Thelma,sub4.me,7
15958,lloyds,Robert,Information Technology,5
15959,Daily Kos,Ellen,manifold,6
15960,Dotshop,Emmie,swig,3
15961,Binti,Emmitt,manifold,6
15962,npm,Porter,binti,6
15963,Micromax,Pinkie,polysign,2
15964,NanoVMs Inc,Julius,IT Company,0
15965,CashBet,Gerald,kaiserpermanente,1
15966,Customer Lobby,Gennie,sependa,0
15967,Palo Colorado Software.,Alfred,ideabuilder,6
15968,CashBet,Gerald,unchainedlogistics,5
15969,Turnitin,Jim Andrson,pogofin,0
15970,NOKIA,Cleo,lucidconnects,2
15971,Simple Dynamics,Porter,koyamedical,3
15972,Capology,Robert,unionforce,6
15973,Customer Lobby,Dessie,givemomentum,1
15974,Teech Mahindra,Lucinda,simpledynamics,3
15975,Resolve,Maud,crescendoapp,1
15976,Allganize,Rubie,rockbot,7
15977,Gazprom,Richard,better,7
15978,SnapStrat Inc.,Clyde,ideabuilder,3
15979,Sun Microsystem,Isaac,palocolorado,3
15980,Apple,Clyde,tradelanes,7
15981,Shell,Wilson,marqeta,1
15982,NVIDIA,Green,www.kaporcenter,4
15983,Schoolzilla,Rubie,vidado,0
15984,21Tech,PETER,babylist,8
15985,q{Dev} LLC,Dessie,moonshotbrands,8
15986,BKI Software Solutions,Nelson,kato,7
15987,Better Mortgage,Ellen,broadly,6
15988,Litterati,Warhol,angelloop,1
15989,Manhattan,Aline,vsco,5
15990,Spinwheel,Sachin,getthru,4
15991,SWIG,Luke,montclairadvisors,1
15992,cizna,Liza,deferpanic,7
15993,Mailchimp,David,palocolorado,8
15994,Distru,Marion,unchainedlogistics,9
15995,Ceres Imaging,Katie,joro,4
15996,Skilltapp Inc.,Emmett,palocolorado,7
15997,Allganize,Linnie,www.lendup,8
15998,Marqeta,Myrtle,appsmyth,7
15999,Enwoven,Lassie,sparkart,8
16000,WeDrop Software,Anne,postly,0
16001,Next Tech,Lorraine,envisionmobile,9
16002,Next Tech,Simon,kindwhale,6
16003,Daily Kos,Lenora,fabricgenomics,2
16004,Nana,Mabel,legalpassage,4
16005,OPAL QUALITY SYSTEM MGMT.,Katie,postly,3
16006,Hingeto,Clarence,binti,6
16007,Oyster,Hettie,mayvenn,0
16008,Rockbot,Wilson,illuminate,8
16009,Cadency,Gordon,kaiserpermanente,9
16010,Wipro,Myrtis,customerlobby,5
16011,Everlaw,Glennie,www.boxbot,4
16012,VSCO,PAUL,roofstock,8
16013,Yarden,Vishwa,ratecred,5
16014,Mayvenn,Mabel,schoolzilla,2
16015,Pyka,Liza,tequitable,3
16016,GetThru,Alfred,cadency,0
16017,Cadency,Moses,distru,8
16018,UHG,Alfred,nana academy,8
16019,Revitalize Venture Studio,Porter,zorroa,8
16020,Hewai,KELLY,kbcstaffing,6
16021,Koya Medical,Lenora,cashbet,5
16022,Simple But Needed Inc.,Elsie,yarden.garden,7
16023,Guide,Dave,dailykos,7
16024,Microsoft,Ellen,capology,7
16025,Skilltapp Inc.,Dinesh David,broadly,4
16026,Riffyn,Myrtle,even,3
16027,OPAL QUALITY SYSTEM MGMT.,Gerald,radicaldesigns,6
16028,NVIDIA,Pearlie,yarden.garden,3
16029,Tech Liminal,Jim Andrson,comcate,6
16030,Kaiser Permanente,Dessie,iogenesys,0
16031,21Tech,Glennie,www.gtwy,9
16032,21Tech,Ernest,yarden.garden,3
16033,Zensar,Willie,palocolorado,2
16034,Daily Kos,Corine,stealthy,7
16035,cizna,Gennie,www.hoodincubator,0
16036,Pyka,Lucinda,etrackerllc,9
16037,The institute of research and ethics in technology,Clarence,frontleaf,5
16038,FotoNotes,Olanga,dailykos,0
16039,LaunchDarkly,Dave,unagiscooters,1
16040,Comfy,Dave,rockbot,6
16041,Manhattan,Aline,viable.fit,8
16042,ShopPad,Sachin,roofstock,4
16043,The institute of research and ethics in technology,Vishwa,logistixsolutions,7
16044,WeDrop Software,Harvey,vidado,3
16045,Airquest,Jean,fieldphone,7
16046,ExaVault,Lenora,dialed.space/works,8
16047,Fivetran,Olanga,kato,9
16048,Nearby,Hettie,joinbloommunity,1
16049,Broadly,Margie,kaiserpermanente,2
16050,lloyds,Evelyn,Information Technology,4
16051,Radical Designs,Lassie,simpledynamics,8
16052,Oncue,Roshan,givemomentum,6
16053,BriteHub,Tressie,sbnsoftware,8
16054,Stockwell Inc.,Evelyn, IT HUB,4
16055,BuildSite,Trudie,radicaldesigns,4
16056,The institute of research and ethics in technology,Dennis,appsmyth,3
16057,Viable Fit,Liza,www.beezwax,9
16058,Trace Data,Anne,etrackerllc,1
16059,Gravitational,Hollis,linqsoftware,3
16060,Mayvenn,Myrtle,productboard,3
16061,Schoolzilla,Sidney,mynd,4
16062,EFoundry Consulting,James,etrackerllc,5
16063,Cadency,Davin,palocolorado,2
16064,Phillips 66,Josie,tequitable,3
16065,Montclair Advisors LLC,Dinesh David,efoundryconsulting,1
16066,Vi Bryant,Tommy,Information Technology,9
16067,AerialSpaces,PETER,postly,6
16068,AerialSpaces,Emmie,schoolzilla,2
16069,JCP,Dennis,helloresolve,7
16070,Even,Aline,ratecred,2
16071,Saferize,Emmitt,sbnsoftware,1
16072,Oyster,PETER,choosefluid,2
16073,Koya Medical,Clarence,shiru,1
16074,Micromax,Myrtle,bki,6
16075,UHG,Lucinda,vibryant,1
16076,Huue,Jim Andrson,coreloop,9
16077,amazon,Thelma,envisionmobile,1
16078,Flexi Network,Moses,www.neyborly,1
16079,Gateway Incubator,Tommy,sparkart,5
16080,Kato,PETER,theshoppad,0
16081,Micromax,Liza,hingeto,9
16082,Next Tech,Emmie,frontleaf,0
16083,Kaiser Permanente,Nelson,powerhouse.fund,6
16084,Shell,PETER,kalabox.kalamuna,4
16085,Kato,Goldie,snapstrat,9
16086,Idea Builder,Isaac,palocolorado,5
16087,Divine Interventures,Margie,radicaldesigns,0
16088,iO Genesys Inc.,Laura,kato,4
16089,Joro,Alma,nana academy,5
16090,Vidado,Ralph,postly,0
16091,CandleCRM,Jean,cintric,4
16092,Yunit,Jimmy,legalpassage,0
16093,NOKIA,Myrtie,joinbloommunity,4
16094,Abstract,Edward,crescendoapp,9
16095,Yunit,Ralph,broadly,5
16096,npm,Lorraine,britehub,9
16097,Idea Builder,Emmett,illuminate,6
16098,Powered by Pennies,Nellie,moonshotbrands,7
16099,Google,Ralph, IT HUB,4
16100,Walmart,Iona,simpledynamics,1
16101,The Clorox Company,Emmitt,givemomentum,5
16102,Beezwax,Leslie,flexiwork,1
16103,NanoVMs Inc,Robert,nearbyhq,9
16104,TCS,Marion,fotonotes,7
16105,Vidado,Adolphus,pineparkhealth,7
16106,Zonetap,Rebecca,oncue,6
16107,Saferize,Matrina,joinbloommunity,3
16108,Better Mortgage,Ray,aerialspac.es,1
16109,Ceres Imaging,PETER,joinbloommunity,0
16110,Fluid,Abbie,Technology,2
16111,Roofstock,Jeanette,viable.fit,2
16112,Palo Colorado Software.,PETER,palocolorado,1
16113,Montclair Advisors LLC,Myrtis,taote.shop,5
16114,Rockbot,Lillian,lucidconnects,6
16115,SquadCast.fm,Olanga,vsco,5
16116,Shell,Dave,nearbyhq,5
16117,Allganize,Dovie,21tech,9
16118,Simple But Needed Inc.,Evelyn,zorroa,7
16119,TCS,PETER,kalabox.kalamuna,6
16120,21Tech,PAUL,vertosa,8
16121,Kaiser Permanente,Maud,lucidconnects,7
16122,TCS,Tressie,vertosa,9
16123,Hewai,Anne,99designs,4
16124,Mastek,Jeanette,mmwd,6
16125,Axiom Cloud,Alma,fcsi,6
16126,OPAL QUALITY SYSTEM MGMT.,Davin,next,2
16127,Turnitin,PAUL,gravitational,3
16128,Enwoven,Barbara,FOUNDATION,2
16129,PANDORA MEDIA INC.,Isaac,nearbyhq,4
16130,Ceres Imaging,Anne,frontleaf,7
16131,Financial Computer Support Inc.,KELLY,air-quest,6
16132,Next Tech,Alma,IT Challange,1
16133,Resolve,Lenora,cashbet,0
16134,Babylist,Pearlie,www.hoodincubator,6
16135,Boxbot,David,bki,5
16136,TargetX,Edward,productboard,4
16137,Radical Designs,Evelyn,montclairadvisors,1
16138,Stockwell Inc.,Ossie,crescendoapp,2
16139,Pogo Financial,Thelma,99designs,2
16140,Enwoven,King,zonetap,9
16141,PolySign,Alfred,joinbloommunity,4
16142,DeepMedia AI,Dovie,skillprint,2
16143,Servant,James,appsmyth,7
16144,Gazprom,Rebecca,sub4.me,9
16145,Pogo Financial,Era,sependa,8
16146,Bedrock Analytics,Edna,getthru,0
16147,Quosap,Sarah,sbnsoftware,9
16148,ShopPad,Olanga,afriexapp,0
16149,ExaVault,Dinesh David,givemomentum,9
16150,Accenture,Sarah,taote.shop,8
16151,Beezwax,Glennie,legalpassage,8
16152,Roofstock,Jeanette,yunithome,1
16153,Shiru,Ossie,mbg,7
16154,tEQuitable,Rachel,montclairadvisors,4
16155,Google,Rebecca,stealthy,4
16156,CandleCRM,PAUL,skillprint,6
16157,SPARKART GROUP INC,Davin,postly,1
16158,Skilltapp Inc.,Isaac,powerhouse.fund,3
16159,Logistix Solutions,Lassie,even,0
16160,WeDrop Software,Lassie,cashbet,1
16161,Fluid,Thelma,tinctoriumbio,1
16162,KBC Staffing,PAUL,swig,5
16163,Skilltapp Inc.,Goldie,swingtalent,3
16164,Manhattan,Jean,efoundryconsulting,6
16165,Next Tech,Olanga,iogenesys,0
16166,Core Loop Games,Annie,locuslabs,2
16167,OPAL QUALITY SYSTEM MGMT.,Porter,opalqsm,8
16168,Quosap,Joe,frontleaf,6
16169,lvl Analytics,Luke,flypyka,3
16170,Next Tech,Harvey,litterati,9
16171,GetThru,Glennie,kalabox.kalamuna,8
16172,Walmart,Annie,enwoven,4
16173,Even,Corine,skyloom,0
16174,Chargehound,Abbie,specosystems,8
16175,Divine Interventures,Lorraine,linqsoftware,9
16176,Divine Interventures,Clarence,exavault,0
16177,Vi Bryant,Richard,fcsi,1
16178,Divine Interventures,Davin,99designs,9
16179,GE,Trudie, IT HUB,9
16180,Trace Data,Myrtis,saferize,6
16181,Sun Microsystem,Dessie,turnitin,5
16182,Design Action Collective,Ira,tooledesign,4
16183,Glancepoint,Exie,locuslabs,8
16184,Bloom,Jim Andrson,simpledynamics,4
16185,Litterati,Sachin,roofstock,0
16186,SwingSearch,Gerald,kickstartcoding,9
16187,Trace Data,Rosie,postly,6
16188,The Clorox Company,Tressie,servant,2
16189,Pine Park Health,Emmett,kalabox.kalamuna,6
16190,npm,Louis,litterati,6
16191,Huue,Rebecca,mayvenn,9
16192,Customer Lobby,Wilson,liferaft,7
16193,Roofstock,Lorraine,launchdarkly,3
16194,PANDORA MEDIA INC.,Richard,mmwd,6
16195,Distru,Lenora,babylist,4
16196,The institute of research and ethics in technology,Wilson,squadcast.fm,7
16197,VSCO,Rachel,cashbet,4
16198,Financial Computer Support Inc.,Sarah,illuminate,4
16199,Accenture,Dovie,World IT,8
16200,Marqeta,William,renewfinancial,0
16201,LendUp,Margie,deepmedia,7
16202,Mayvenn,Sidney,meruscase,3
16203,Renew Financial,Davin,buildsite,0
16204,Hayden AI,Rosie,cintric,0
16205,Distru,Abbie,revitalizeventures,9
16206,lloyds,James,bodega,5
16207,Schoolzilla,Tressie,fcsi,9
16208,Comfy,Barbara,qwasar,1
16209,PANDORA MEDIA INC.,William,theshoppad,0
16210,Fluid,Liza,hingeto,1
16211,Mainz Brady Group,Davin,skyloom,6
16212,Sependa,Dinesh David,marqeta,6
16213,Bloom,Ralph,meruscase,3
16214,Fivetran,Roshan,kaiserpermanente,6
16215,Marqeta,Hollis,kbcstaffing,7
16216,Kickstart Coding,Nellie,qwasar,9
16217,Vivun,Aline,guideapp,4
16218,Joro,Dave,snapstrat,5
16219,Riffyn,Harvey,bki,0
16220,Rx Redefined,Laura,vidado,1
16221,Flexi Network,Green,rockbot,8
16222,yozio,Matrina,vidado,6
16223,Yarden,Linnie,mynd,4
16224,Pyka,Davin,buildsite,7
16225,Frontleaf,Olanga,kalabox.kalamuna,5
16226,Everlaw,Roshan,kbcstaffing,5
16227,amazon,Hanary,palocolorado,2
16228,SnapStrat Inc.,Leslie,pogofin,6
16229,Yarden,Rosie,tracedata,4
16230,Schoolzilla,Adolphus,deepmedia,5
16231,Gateway Incubator,Rosie,kalabox.kalamuna,6
16232,LaunchDarkly,RON,kindwhale,3
16233,Neyborly,Adolphus,kato,6
16234,Oracle,PETER,www.trellisgrows,9
16235,PolySign,Exie,hayden,6
16236,Even,Moses,axiomcloud,6
16237,Cloudstead,Robert,productboard,8
16238,Sun Microsystem,Sidney,legalpassage,8
16239,KBC Staffing,Corine,choosefluid,8
16240,LaunchDarkly,Lillian,designaction,6
16241,Mosaic,Emmett,vsco,3
16242,EFoundry Consulting,Julius,etrackerllc,2
16243,Beezwax,Pearlie,designaction,1
16244,LINQ Software,Tressie,kindwhale,5
16245,Ask Media Group,Lillian,flo-ai,4
16246,Rx Redefined,Corine,ceresimaging,6
16247,HCL,Sachin,metritech,4
16248,Viable Fit,Mamie,Information Technology,7
16249,KindWhale,Lorraine,flypyka,8
16250,Kato,Annie,stealthy,7
16251,Oyster,Dinesh David,bodega,5
16252,Logistix Solutions,Porter,binti,8
16253,WeDrop Software,Marion,efoundryconsulting,2
16254,CISCO,Trudie,outlier,7
16255,Beezwax,Myrtle,linqsoftware,8
16256,Yarden,Luke,enwoven,4
16257,NOKIA,Nellie,Information Technology,0
16258,PANDORA MEDIA INC.,Laura,parsleysoftware,3
16259,Oracle,Lucinda,Technology,8
16260,MCT CO,Willie,nearbyhq,6
16261,Shell,RON,sub4.me,9
16262,cizna,PETER,propellerlabs,2
16263,Kalabox,Dave,outlier,5
16264,iO Genesys Inc.,Pinkie,efoundryconsulting,0
16265,Outlier,Aline,tracedata,7
16266,Bedrock Analytics,RON,allganize,7
16267,GetThru,Pearlie,fotonotes,3
16268,Unagi Scooters,Nelson,IT Company,3
16269,Rockbot,David,tequitable,7
16270,Radical Designs,Evelyn,appsmyth,6
16271,Bloom,Clyde,fivetran,7
16272,LocusLabs Inc,Cleo,joro,2
16273,Palo Colorado Software.,Ray,divineinterventures,9
16274,SWIG,Mabel,revitalizeventures,5
16275,Oyster,Clarence,flypyka,2
16276,TargetX,Abbie,www.hoodincubator,2
16277,Momentum,Exie,lvlanalytics,1
16278,Vidado,Rosie,bodega,2
16279,Comcate,Annie,aerialspac.es,8
16280,SnapStrat Inc.,Sarah,taote.shop,8
16281,21Tech,Annie,snapstrat,4
16282,Unagi Scooters,Luke,bodega,6
16283,Airquest,Dave,legalpassage,0
16284,Boxbot,Linnie,theshoppad,8
16285,Gravitational,Edward,everlaw,7
16286,Neyborly,Laura,pogofin,0
16287,Proxifile,Barbara,parsleysoftware,5
16288,q{Dev} LLC,Emmett,snapstrat,9
16289,Zensar,Edward,cloudstead,7
16290,Legal Passage,Evelyn,vidado,7
16291,tEQuitable,Thelma,zorroa,7
16292,Yarden,Cleo,fcsi,9
16293,SnapStrat Inc.,Olanga,nana academy,7
16294,L&T,Adolphus,sbnsoftware,9
16295,Sun Microsystem,Emmett,appsmyth,2
16296,L&T,Laura,aerialspac.es,2
16297,Micromax,James,capology,1
16298,Yunit,Ray,flipcause,0
16299,Chemistry,Myrtis,snapstrat,1
16300,Glancepoint,Marion,relasosales-crm,2
16301,Yunit,Thelma,even,7
16302,Ceres Imaging,Abbie,joro,6
16303,Chargehound,Dave,fivetran,3
16304,TargetX,Hanary,zonetap,6
16305,HCL,Ellen,customerlobby,0
16306,Glancepoint,Davin,oystersoft,9
16307,Babylist,Aline,vivun,6
16308,Trellis,Elsie,IT Challange,8
16309,Gazprom,Katie,www.askmediagroup,3
16310,Illuminate Ventures,Sachin,parsleysoftware,5
16311,Pine Park Health,Ellen,helloresolve,2
16312,Vidado,Emmett,kickstartcoding,7
16313,AppSmyth Inc.,Ray,IT Company,1
16314,DeepMedia AI,Emmett,FOUNDATION,3
16315,Riffyn,Lucinda,comcate,4
16316,Accenture,Aline,guideapp,2
16317,Unagi Scooters,Ralph,tracedata,4
16318,Radical Designs,Emmett,www.askmediagroup,4
16319,NanoVMs Inc,Ira,everlaw,0
16320,Pyka,Dinesh David, IT HUB,5
16321,Flexi Network,Porter,www.kaporcenter,7
16322,SUB4ME INC,Moses,allganize,0
16323,Ask Media Group,Aline,swig,2
16324,Moonshot Brands,David,fcsi,6
16325,AerialSpaces,Era,grasshopperkiosks,5
16326,L&T,Margie,yunithome,4
16327,Hingeto,Lucinda,unagiscooters,6
16328,Vidado,Willie,britehub,7
16329,Huue,Hettie,specosystems,9
16330,Financial Computer Support Inc.,Sarah,cintric,2
16331,Axiom Cloud,Glennie,kickstartcoding,6
16332,Even,Ernest,candlecrm,2
16333,MCT CO,Edna,skillprint,4
16334,SUB4ME INC,Barbara,illuminate,9
16335,KindWhale,Simon,21tech,9
16336,Stockwell Inc.,Annie,breezy,3
16337,BKI Software Solutions,Joe,skillprint,0
16338,Stealthy IM,Willie,kickstartcoding,5
16339,ShopPad,Rosie,www.beezwax,9
16340,LAVA,Dessie,shiru,2
16341,Core Loop Games,Roshan,vsco,9
16342,Accenture,Olanga,even,5
16343,CISCO,David,crescendoapp,9
16344,Cintric,Nelson,getthru,5
16345,Kaiser Permanente,Barbara,polysign,5
16346,Palo Colorado Software.,Isaac,rxredefined,1
16347,PANDORA MEDIA INC.,Dennis,meruscase,1
16348,swiss,Hollis,vsco,7
16349,lvl Analytics,Olanga,spinwheel,6
16350,Logistix Solutions,Warhol,kbcstaffing,6
16351,Divine Interventures,Annie,coreloop,5
16352,Cloudstead,Wilson,cashbet,5
16353,Tech Liminal,Trudie,koyamedical,9
16354,Baowu,Emmitt,swingtalent,2
16355,Parsley Software,Warhol,locuslabs,4
16356,Trellis,Rubie,rxredefined,9
16357,Servant,King,montclairadvisors,9
16358,Divine Interventures,Sidney,radicaldesigns,6
16359,Trace Data,Lillian,grasshopperkiosks,8
16360,Rockbot,Simon,pogofin,3
16361,Mynd,Lucinda,ratecred,6
16362,Fluid,Clyde,mailchimp,8
16363,Viable Fit,Richard,allganize,5
16364,L&T,Moses,logistixsolutions,0
16365,MMWD,Ossie,shiru,7
16366,Oracle,Ellen,vibryant,5
16367,Google,William,envisionmobile,8
16368,Simple But Needed Inc.,Ellen,joinbloommunity,9
16369,LocusLabs Inc,Vinnie,oystersoft,0
16370,Capology,Iona,bedrockanalytics,5
16371,Outlier,Hollis,axiomcloud,8
16372,Frontleaf,Robert,trychemistry,9
16373,Qwasar Silicon valley,Ernest,kaiserpermanente,0
16374,Boxbot,Edward,tracedata,8
16375,Hewai,Isaac,frontleaf,5
16376,Palo Colorado Software.,Joe,logistixsolutions,9
16377,Axiom Cloud,Adolphus,marqeta,9
16378,Airquest,Clyde,unchainedlogistics,7
16379,AerialSpaces,Liza,grasshopperkiosks,9
16380,Distru,Myrtle,unionforce,7
16381,VSCO,William,even,9
16382,SUB4ME INC,James,chargehound,6
16383,Skyloom Global,Liza,tooledesign,3
16384,Mynd,Porter,legalpassage,7
16385,Powerhouse,Ira,unagiscooters,5
16386,Kickstart Coding,Liza,bodega,2
16387,Omicia,Mabel,joinbloommunity,6
16388,Kapor Center for Social Impact,Annie,specosystems,5
16389,Quosap,Edward,allganize,8
16390,Huue,Estella,specosystems,7
16391,NanoVMs Inc,Wilson,thecloroxcompany,0
16392,Glancepoint,Katie,www.askmediagroup,3
16393,Tech Liminal,Lucinda,skilltapp,7
16394,Logistix Solutions,Dennis,capology,6
16395,Ceres Imaging,Porter,comfyapp,6
16396,Unagi Scooters,Nelson,litterati,0
16397,Luna Information Systems,Myrtle,tracedata,7
16398,Axiom Cloud,Corine,wedrop,0
16399,Zorroa,PETER,broadly,5
16400,MCT CO,Julius,tooledesign,1
16401,SwingSearch,Porter,legalpassage,6
16402,Next Tech,Matrina,yarden.garden,0
16403,Liferaft,Annie,etrackerllc,1
